-237.0,-10.0,58.0,68.0,
-74.0,-7.0,52.0,69.0,
-19.0,-15.0,58.0,55.0,
109.0,-1.0,72.0,74.0,
-186.0,-15.0,59.0,76.0,
1.0,7.0,59.0,58.0,
-29.0,4.0,64.0,83.0,
-114.0,6.0,81.0,60.0,
67.0,-3.0,54.0,54.0,
64.0,-26.0,76.0,57.0,
135.0,1.0,76.0,80.0,
-104.0,14.0,47.0,68.0,
57.0,17.0,70.0,84.0,
-90.0,-14.0,75.0,64.0,
27.0,24.0,47.0,60.0,
238.0,-5.0,83.0,53.0,
198.0,3.0,78.0,75.0,
-195.0,15.0,75.0,75.0,
-73.0,10.0,43.0,90.0,
-52.0,5.0,72.0,57.0,
192.0,-13.0,68.0,74.0,
-116.0,-1.0,62.0,83.0,
-22.0,-4.0,63.0,64.0,
-34.0,-9.0,65.0,70.0,
42.0,-8.0,59.0,82.0,
215.0,19.0,75.0,61.0,
-18.0,-9.0,67.0,88.0,
-38.0,7.0,84.0,66.0,
208.0,2.0,68.0,81.0,
9.0,14.0,54.0,62.0,
293.0,-9.0,75.0,62.0,
-109.0,-6.0,81.0,67.0,
134.0,20.0,51.0,64.0,
73.0,11.0,66.0,73.0,
-102.0,13.0,65.0,74.0,
-79.0,6.0,67.0,75.0,
-123.0,-8.0,61.0,53.0,
60.0,3.0,73.0,61.0,
-211.0,5.0,75.0,71.0,
-35.0,-5.0,47.0,88.0,
-105.0,1.0,64.0,78.0,
125.0,11.0,71.0,65.0,
53.0,4.0,83.0,52.0,
134.0,7.0,61.0,84.0,
95.0,3.0,58.0,77.0,
52.0,0.0,75.0,68.0,
-121.0,14.0,62.0,56.0,
107.0,-10.0,68.0,69.0,
-46.0,3.0,60.0,94.0,
-88.0,2.0,69.0,78.0,
-136.0,8.0,45.0,73.0,
5.0,12.0,88.0,76.0,
-227.0,10.0,53.0,76.0,
49.0,-12.0,75.0,76.0,
148.0,-17.0,69.0,57.0,
19.0,-4.0,72.0,66.0,
-71.0,-6.0,65.0,68.0,
103.0,-8.0,94.0,67.0,
91.0,-3.0,81.0,66.0,
131.0,3.0,69.0,73.0,
28.0,28.0,68.0,67.0,
93.0,1.0,56.0,63.0,
-108.0,12.0,78.0,66.0,
160.0,11.0,82.0,69.0,
54.0,11.0,77.0,80.0,
58.0,-18.0,78.0,76.0,
147.0,20.0,83.0,70.0,
-109.0,9.0,59.0,64.0,
-103.0,4.0,49.0,106.0,
-54.0,9.0,82.0,63.0,
135.0,0.0,79.0,71.0,
37.0,8.0,59.0,70.0,
128.0,8.0,53.0,65.0,
39.0,5.0,64.0,76.0,
-84.0,4.0,67.0,63.0,
-172.0,7.0,63.0,64.0,
-49.0,6.0,66.0,71.0,
-21.0,10.0,74.0,65.0,
85.0,15.0,59.0,63.0,
-28.0,-7.0,61.0,82.0,
-18.0,2.0,46.0,83.0,
-87.0,0.0,62.0,62.0,
171.0,6.0,82.0,92.0,
-38.0,-1.0,78.0,65.0,
45.0,-11.0,82.0,63.0,
57.0,7.0,55.0,78.0,
-42.0,13.0,76.0,56.0,
-53.0,-3.0,56.0,86.0,
62.0,-3.0,71.0,65.0,
173.0,-1.0,68.0,91.0,
-254.0,1.0,71.0,75.0,
-167.0,0.0,73.0,70.0,
102.0,11.0,70.0,79.0,
-222.0,-20.0,72.0,71.0,
154.0,21.0,62.0,73.0,
-128.0,4.0,87.0,90.0,
41.0,-2.0,71.0,91.0,
-16.0,20.0,64.0,66.0,
-42.0,8.0,56.0,77.0,
93.0,8.0,69.0,65.0,
179.0,12.0,72.0,73.0,
74.0,-3.0,69.0,73.0,
-65.0,8.0,77.0,71.0,
-83.0,0.0,62.0,64.0,
99.0,-7.0,72.0,78.0,
-91.0,-1.0,71.0,59.0,
26.0,-12.0,70.0,84.0,
-50.0,1.0,75.0,74.0,
132.0,17.0,64.0,72.0,
-30.0,35.0,72.0,59.0,
18.0,1.0,59.0,77.0,
-105.0,12.0,50.0,83.0,
-135.0,-2.0,55.0,86.0,
84.0,21.0,75.0,73.0,
205.0,15.0,58.0,79.0,
119.0,-14.0,78.0,66.0,
-93.0,5.0,52.0,63.0,
57.0,-8.0,68.0,77.0,
19.0,-1.0,61.0,87.0,
77.0,3.0,63.0,82.0,
-38.0,-14.0,64.0,53.0,
-18.0,6.0,59.0,67.0,
-7.0,-3.0,66.0,66.0,
37.0,16.0,93.0,69.0,
277.0,-3.0,86.0,72.0,
-156.0,-5.0,75.0,63.0,
8.0,-5.0,50.0,64.0,
128.0,1.0,79.0,49.0,
147.0,4.0,70.0,58.0,
30.0,-2.0,79.0,78.0,
-226.0,-2.0,58.0,60.0,
112.0,8.0,84.0,61.0,
-7.0,7.0,53.0,68.0,
57.0,-11.0,67.0,69.0,
115.0,15.0,59.0,71.0,
154.0,27.0,73.0,69.0,
18.0,0.0,84.0,62.0,
90.0,4.0,28.0,66.0,
95.0,14.0,64.0,65.0,
-64.0,-2.0,83.0,88.0,
-101.0,-12.0,87.0,82.0,
136.0,8.0,73.0,85.0,
176.0,3.0,67.0,71.0,
132.0,7.0,49.0,75.0,
-53.0,7.0,77.0,57.0,
12.0,24.0,64.0,53.0,
-69.0,2.0,69.0,48.0,
40.0,8.0,54.0,74.0,
113.0,0.0,79.0,61.0,
25.0,-2.0,59.0,83.0,
-143.0,13.0,58.0,75.0,
90.0,16.0,83.0,97.0,
73.0,24.0,84.0,89.0,
171.0,27.0,66.0,51.0,
-115.0,22.0,70.0,53.0,
-38.0,-2.0,50.0,70.0,
-90.0,7.0,71.0,69.0,
9.0,0.0,77.0,71.0,
9.0,0.0,78.0,61.0,
70.0,12.0,62.0,51.0,
26.0,11.0,57.0,65.0,
58.0,0.0,54.0,88.0,
-73.0,11.0,81.0,75.0,
114.0,-2.0,72.0,80.0,
-28.0,-9.0,92.0,62.0,
81.0,-6.0,68.0,63.0,
-234.0,-2.0,72.0,63.0,
-21.0,15.0,66.0,93.0,
-72.0,15.0,63.0,64.0,
184.0,4.0,62.0,76.0,
202.0,10.0,78.0,73.0,
-18.0,10.0,49.0,44.0,
-74.0,-4.0,81.0,75.0,
-163.0,1.0,76.0,63.0,
181.0,7.0,82.0,82.0,
75.0,-9.0,71.0,73.0,
-90.0,11.0,58.0,90.0,
106.0,-8.0,48.0,81.0,
-63.0,-9.0,65.0,34.0,
75.0,-1.0,72.0,64.0,
62.0,0.0,69.0,69.0,
67.0,12.0,67.0,71.0,
-1.0,5.0,78.0,69.0,
202.0,-22.0,74.0,84.0,
-148.0,5.0,74.0,51.0,
60.0,-6.0,83.0,44.0,
-110.0,-10.0,90.0,104.0,
-90.0,19.0,42.0,61.0,
67.0,-14.0,85.0,47.0,
71.0,2.0,45.0,67.0,
36.0,3.0,59.0,66.0,
-11.0,7.0,69.0,62.0,
111.0,-1.0,66.0,65.0,
-104.0,-6.0,69.0,82.0,
-196.0,25.0,85.0,76.0,
78.0,0.0,53.0,50.0,
-100.0,-24.0,79.0,70.0,
-149.0,14.0,76.0,47.0,
67.0,-4.0,53.0,82.0,
102.0,2.0,62.0,62.0,
70.0,1.0,59.0,80.0,
-82.0,17.0,65.0,74.0,
121.0,0.0,82.0,72.0,
-131.0,-5.0,76.0,83.0,
253.0,11.0,70.0,63.0,
-151.0,18.0,74.0,45.0,
-52.0,2.0,64.0,52.0,
-86.0,2.0,58.0,72.0,
116.0,27.0,68.0,80.0,
-81.0,9.0,70.0,78.0,
222.0,20.0,66.0,81.0,
-60.0,12.0,54.0,67.0,
0.0,15.0,67.0,79.0,
33.0,-10.0,59.0,44.0,
-46.0,-14.0,68.0,86.0,
76.0,4.0,82.0,68.0,
188.0,-3.0,81.0,55.0,
-76.0,13.0,49.0,43.0,
71.0,-15.0,71.0,74.0,
-152.0,-9.0,52.0,61.0,
-99.0,12.0,50.0,73.0,
54.0,10.0,75.0,66.0,
-1.0,19.0,66.0,64.0,
29.0,-6.0,79.0,81.0,
-110.0,10.0,68.0,75.0,
45.0,17.0,75.0,73.0,
47.0,0.0,58.0,63.0,
-11.0,26.0,73.0,59.0,
-30.0,9.0,82.0,76.0,
74.0,5.0,60.0,67.0,
137.0,4.0,59.0,87.0,
-140.0,11.0,60.0,75.0,
9.0,3.0,84.0,67.0,
-109.0,-24.0,79.0,80.0,
89.0,15.0,71.0,53.0,
-76.0,-17.0,73.0,76.0,
-80.0,8.0,56.0,61.0,
20.0,19.0,46.0,67.0,
-191.0,10.0,58.0,75.0,
154.0,-5.0,72.0,74.0,
-54.0,11.0,58.0,77.0,
-65.0,3.0,48.0,73.0,
103.0,14.0,50.0,57.0,
-149.0,-15.0,61.0,73.0,
-31.0,14.0,76.0,66.0,
7.0,-6.0,66.0,56.0,
103.0,14.0,57.0,72.0,
-50.0,13.0,76.0,75.0,
-80.0,10.0,80.0,83.0,
27.0,6.0,58.0,88.0,
69.0,21.0,52.0,81.0,
0.0,18.0,55.0,71.0,
-259.0,1.0,75.0,72.0,
-246.0,-1.0,74.0,67.0,
20.0,23.0,66.0,77.0,
89.0,34.0,66.0,66.0,
-55.0,-9.0,80.0,72.0,
-183.0,17.0,78.0,63.0,
186.0,0.0,53.0,82.0,
251.0,-1.0,53.0,74.0,
-180.0,-1.0,70.0,79.0,
153.0,26.0,42.0,79.0,
-28.0,3.0,44.0,75.0,
-39.0,7.0,62.0,88.0,
73.0,-13.0,83.0,99.0,
-100.0,-19.0,78.0,88.0,
-46.0,0.0,58.0,76.0,
-33.0,-9.0,75.0,60.0,
202.0,16.0,77.0,92.0,
-36.0,-4.0,56.0,76.0,
10.0,-5.0,81.0,76.0,
-87.0,9.0,75.0,74.0,
0.0,-25.0,77.0,82.0,
187.0,-2.0,77.0,63.0,
5.0,18.0,61.0,60.0,
79.0,7.0,60.0,76.0,
-69.0,1.0,68.0,71.0,
17.0,16.0,60.0,75.0,
-105.0,-2.0,47.0,67.0,
-4.0,8.0,62.0,55.0,
89.0,12.0,60.0,67.0,
32.0,0.0,58.0,56.0,
-171.0,-9.0,64.0,69.0,
-39.0,-11.0,64.0,73.0,
-251.0,8.0,54.0,80.0,
214.0,31.0,52.0,85.0,
165.0,0.0,80.0,56.0,
80.0,16.0,72.0,94.0,
45.0,-13.0,60.0,95.0,
-16.0,23.0,61.0,79.0,
-101.0,7.0,80.0,66.0,
-212.0,7.0,77.0,67.0,
192.0,-11.0,62.0,89.0,
-38.0,2.0,77.0,68.0,
-115.0,-17.0,55.0,69.0,
-112.0,-4.0,33.0,71.0,
103.0,-3.0,62.0,68.0,
-89.0,15.0,58.0,85.0,
-110.0,-5.0,79.0,65.0,
180.0,6.0,65.0,72.0,
-175.0,-4.0,77.0,78.0,
138.0,18.0,61.0,72.0,
118.0,-6.0,63.0,84.0,
-77.0,-11.0,68.0,83.0,
54.0,18.0,59.0,94.0,
59.0,16.0,65.0,61.0,
67.0,-27.0,57.0,69.0,
-95.0,-2.0,73.0,83.0,
22.0,9.0,49.0,60.0,
-38.0,3.0,65.0,85.0,
19.0,3.0,46.0,75.0,
-7.0,3.0,64.0,64.0,
-24.0,2.0,66.0,72.0,
-49.0,39.0,60.0,74.0,
-115.0,18.0,63.0,91.0,
112.0,16.0,63.0,66.0,
-28.0,-9.0,68.0,86.0,
62.0,10.0,64.0,43.0,
-138.0,-13.0,56.0,72.0,
122.0,8.0,61.0,81.0,
75.0,1.0,67.0,78.0,
-3.0,8.0,86.0,76.0,
-52.0,29.0,62.0,44.0,
-12.0,-17.0,73.0,58.0,
35.0,21.0,55.0,75.0,
-42.0,9.0,85.0,83.0,
-97.0,22.0,62.0,60.0,
-103.0,1.0,64.0,60.0,
-224.0,2.0,53.0,64.0,
-27.0,3.0,77.0,70.0,
-153.0,19.0,84.0,77.0,
59.0,-12.0,66.0,65.0,
133.0,15.0,68.0,84.0,
63.0,-14.0,82.0,53.0,
3.0,4.0,67.0,33.0,
-64.0,21.0,65.0,64.0,
36.0,-1.0,69.0,57.0,
171.0,16.0,59.0,57.0,
-129.0,9.0,89.0,58.0,
26.0,30.0,59.0,64.0,
-121.0,14.0,57.0,70.0,
283.0,0.0,75.0,63.0,
7.0,25.0,78.0,62.0,
-129.0,-2.0,67.0,67.0,
-126.0,8.0,65.0,74.0,
20.0,9.0,53.0,79.0,
34.0,-5.0,67.0,86.0,
-59.0,5.0,54.0,77.0,
177.0,-7.0,54.0,54.0,
-64.0,14.0,45.0,80.0,
-262.0,21.0,39.0,76.0,
155.0,0.0,63.0,74.0,
61.0,-1.0,63.0,94.0,
109.0,9.0,73.0,55.0,
91.0,7.0,57.0,67.0,
-123.0,-15.0,77.0,84.0,
-37.0,0.0,71.0,80.0,
-55.0,20.0,57.0,76.0,
-156.0,17.0,63.0,77.0,
37.0,24.0,81.0,95.0,
-168.0,20.0,71.0,85.0,
-74.0,-10.0,71.0,70.0,
85.0,-7.0,65.0,71.0,
31.0,-8.0,91.0,56.0,
87.0,-3.0,68.0,71.0,
70.0,9.0,75.0,84.0,
-55.0,13.0,74.0,63.0,
-153.0,-12.0,65.0,51.0,
-335.0,3.0,64.0,70.0,
105.0,-13.0,71.0,62.0,
-164.0,-12.0,68.0,74.0,
-96.0,25.0,60.0,81.0,
-165.0,10.0,75.0,70.0,
20.0,13.0,62.0,84.0,
223.0,-2.0,54.0,59.0,
-123.0,1.0,67.0,65.0,
-6.0,-2.0,76.0,62.0,
-117.0,0.0,68.0,73.0,
